seq,rtt_ms,status,timestamp
413,57.224,OK,1770975826.372431
414,56.720,OK,1770975826.431401
415,57.508,OK,1770975826.491132
416,53.348,OK,1770975826.546240
417,56.099,OK,1770975826.604272
418,64.658,OK,1770975826.671221
419,59.056,OK,1770975826.733416
420,57.704,OK,1770975826.793374
421,55.732,OK,1770975826.851506
422,57.468,OK,1770975826.911296
423,57.951,OK,1770975826.971374
424,58.867,OK,1770975827.032531
425,50.338,OK,1770975827.085169
426,65.230,OK,1770975827.152210
427,55.945,OK,1770975827.211488
428,56.362,OK,1770975827.270469
429,44.620,OK,1770975827.317430
430,51.810,OK,1770975827.371439
431,57.618,OK,1770975827.431370
432,57.668,OK,1770975827.491497
433,57.612,OK,1770975827.551463
434,65.586,OK,1770975827.619459
435,47.288,OK,1770975827.670301
436,58.921,OK,1770975827.731230
437,58.095,OK,1770975827.791416
438,57.695,OK,1770975827.851445
439,57.629,OK,1770975827.911425
440,57.518,OK,1770975827.971386
441,57.724,OK,1770975828.031494
442,57.510,OK,1770975828.091442
443,56.552,OK,1770975828.150428
444,58.742,OK,1770975828.211537
445,50.229,OK,1770975828.264192
446,65.054,OK,1770975828.331201
447,55.991,OK,1770975828.390454
448,58.413,OK,1770975828.451542
449,62.665,OK,1770975828.516480
450,52.419,OK,1770975828.572459
451,47.684,OK,1770975828.622398
452,67.581,OK,1770975828.692233
453,55.898,OK,1770975828.751444
454,77.559,OK,1770975828.831275
455,56.897,OK,1770975828.891246
456,58.246,OK,1770975828.951456
457,51.594,OK,1770975829.005453
458,64.716,OK,1770975829.072384
459,55.934,OK,1770975829.131741
460,58.424,OK,1770975829.192472
461,44.724,OK,1770975829.239481
462,49.600,OK,1770975829.291428
463,49.788,OK,1770975829.343440
464,61.365,OK,1770975829.407187
465,61.002,OK,1770975829.471266
466,50.850,OK,1770975829.525415
467,69.865,OK,1770975829.597454
468,50.792,OK,1770975829.651713
469,57.514,OK,1770975829.711519
470,57.539,OK,1770975829.771495
471,57.728,OK,1770975829.831489
472,52.418,OK,1770975829.886276
473,63.153,OK,1770975829.951466
474,63.259,OK,1770975830.018288
475,50.217,OK,1770975830.071520
476,57.641,OK,1770975830.131423
477,56.767,OK,1770975830.190426
478,58.465,OK,1770975830.251429
479,56.779,OK,1770975830.310423
480,49.823,OK,1770975830.362511
481,65.826,OK,1770975830.430646
482,58.376,OK,1770975830.492489
483,56.581,OK,1770975830.551324
484,58.113,OK,1770975830.611359
485,47.958,OK,1770975830.661271
486,47.420,OK,1770975830.710469
487,59.752,OK,1770975830.772469
488,55.881,OK,1770975830.831607
489,57.541,OK,1770975830.891471
490,79.814,OK,1770975830.973496
491,55.519,OK,1770975831.032468
492,57.656,OK,1770975831.092514
493,57.451,OK,1770975831.152290
494,58.285,OK,1770975831.212458
495,56.982,OK,1770975831.271474
496,69.762,OK,1770975831.343522
497,49.439,OK,1770975831.396503
498,73.591,OK,1770975831.472251
499,56.246,OK,1770975831.532583
500,68.770,OK,1770975831.603488
501,59.184,OK,1770975831.666356
502,64.018,OK,1770975831.732388
503,55.728,OK,1770975831.791288
504,58.366,OK,1770975831.851503
505,56.593,OK,1770975831.910456
506,59.644,OK,1770975831.972504
507,47.601,OK,1770975832.022501
508,53.547,OK,1770975832.078520
509,76.754,OK,1770975832.157531
510,71.390,OK,1770975832.232482
511,56.335,OK,1770975832.292242
512,57.407,OK,1770975832.351564
513,68.539,OK,1770975832.422501
514,51.375,OK,1770975832.477541
515,64.792,OK,1770975832.544502
516,58.484,OK,1770975832.606499
517,62.631,OK,1770975832.671225
518,62.879,OK,1770975832.737432
519,76.648,OK,1770975832.817498
520,70.209,OK,1770975832.891247
521,57.089,OK,1770975832.951154
522,57.378,OK,1770975833.010539
523,58.549,OK,1770975833.071464
524,57.759,OK,1770975833.131517
525,77.689,OK,1770975833.211573
526,56.318,OK,1770975833.271477
527,57.744,OK,1770975833.331524
528,57.586,OK,1770975833.391478
529,57.500,OK,1770975833.451248
530,58.334,OK,1770975833.511401
531,59.842,OK,1770975833.573446
532,53.622,OK,1770975833.630518
533,57.417,OK,1770975833.690300
534,58.217,OK,1770975833.750526
535,57.606,OK,1770975833.810538
536,57.797,OK,1770975833.870591
537,58.201,OK,1770975833.931411
538,57.580,OK,1770975833.991499
539,57.434,OK,1770975834.051248
540,65.090,OK,1770975834.118292
541,66.929,OK,1770975834.188517
542,59.404,OK,1770975834.251525
543,57.592,OK,1770975834.311503
544,57.618,OK,1770975834.371526
545,50.534,OK,1770975834.424510
546,64.483,OK,1770975834.491502
547,55.467,OK,1770975834.550516
548,44.317,OK,1770975834.597231
549,58.163,OK,1770975834.657239
550,71.414,OK,1770975834.730607
551,64.656,OK,1770975834.798499
552,68.651,OK,1770975834.870579
553,56.606,OK,1770975834.930536
554,78.453,OK,1770975835.011258
555,56.795,OK,1770975835.071374
556,58.004,OK,1770975835.131516
557,56.771,OK,1770975835.190637
558,58.226,OK,1770975835.251329
559,57.990,OK,1770975835.311349
560,58.013,OK,1770975835.371514
561,56.740,OK,1770975835.430541
562,58.744,OK,1770975835.491522
563,56.611,OK,1770975835.550438
564,58.852,OK,1770975835.611527
565,56.571,OK,1770975835.670365
566,59.182,OK,1770975835.731499
567,57.868,OK,1770975835.791482
568,63.255,OK,1770975835.857305
569,50.902,OK,1770975835.911342
570,57.963,OK,1770975835.971467
571,58.747,OK,1770975836.032539
572,84.547,OK,1770975836.119493
573,68.518,OK,1770975836.191549
574,56.402,OK,1770975836.251528
575,57.728,OK,1770975836.311566
576,56.860,OK,1770975836.370559
577,59.503,OK,1770975836.432331
578,55.990,OK,1770975836.490315
579,59.328,OK,1770975836.551629
580,57.481,OK,1770975836.611542
581,47.503,OK,1770975836.661239
582,68.097,OK,1770975836.731568
583,56.514,OK,1770975836.791578
584,57.581,OK,1770975836.851498
